,county,jurisdiction,state
2447,DOUGLAS COUNTY,DOUGLAS,GEORGIA
2448,ITAWAMBA COUNTY,ITAWAMBA,MISSISSIPPI
2449,INDEPENDENCE COUNTY,INDEPENDENCE COUNTY,ARKANSAS
2450,TAYLOR COUNTY,TAYLOR,KENTUCKY
2451,TODD COUNTY,TODD,KENTUCKY
2452,TRIGG COUNTY,TRIGG,KENTUCKY
2453,TRIMBLE COUNTY,TRIMBLE,KENTUCKY
2454,HOUSTON COUNTY,HOUSTON,ALABAMA
2455,VAN BUREN COUNTY,VAN BUREN,IOWA
2456,BACON COUNTY,BACON,GEORGIA
2457,COFFEE COUNTY,COFFEE,GEORGIA
2458,POLK COUNTY,POLK,IOWA
2459,UNION COUNTY,UNION,KENTUCKY
2460,WARREN COUNTY,WARREN,KENTUCKY
2461,EFFINGHAM COUNTY,EFFINGHAM,ILLINOIS
2462,IROQUOIS COUNTY,IROQUOIS,ILLINOIS
2463,WASHINGTON COUNTY,WASHINGTON,KENTUCKY
2464,WAYNE COUNTY,WAYNE,KENTUCKY
2465,WEBSTER COUNTY,WEBSTER,KENTUCKY
2466,WHITLEY COUNTY,WHITLEY,KENTUCKY
2467,WOODFORD COUNTY,WOODFORD,KENTUCKY
2468,WOLFE COUNTY,WOLFE,KENTUCKY
2469,ROBERTSON COUNTY,ROBERTSON,KENTUCKY
2470,ELLIOTT COUNTY,ELLIOTT,KENTUCKY
2471,POWELL COUNTY,POWELL,KENTUCKY
2472,JESSAMINE COUNTY,JESSAMINE,KENTUCKY
2473,ADAIR COUNTY,ADAIR,KENTUCKY
2474,BOONE COUNTY,BOONE,KENTUCKY
2475,HENRY COUNTY,HENRY,ALABAMA
2476,CUSTER COUNTY,CUSTER,NEBRASKA
2477,CONVERSE COUNTY,CONVERSE,WYOMING
2478,JACKSON COUNTY,JACKSON,KANSAS
2479,STAFFORD COUNTY,STAFFORD,KANSAS
2480,WEBSTER COUNTY,WEBSTER,IOWA
2481,DAKOTA COUNTY,DAKOTA,MINNESOTA
2482,CLAY COUNTY,CLAY,IOWA
2483,THOMAS COUNTY,THOMAS,GEORGIA
2484,BUTLER COUNTY,BUTLER,KANSAS
2485,MONTCALM COUNTY,MONTCALM,MICHIGAN
2486,BALDWIN COUNTY,BALDWIN,ALABAMA
2487,BUREAU COUNTY,BUREAU,ILLINOIS
2488,FULTON COUNTY,FULTON,OHIO
2489,LAFAYETTE COUNTY,LAFAYETTE,MISSOURI
2490,GRAYSON COUNTY,GRAYSON,KENTUCKY
2491,YAZOO COUNTY,YAZOO,MISSISSIPPI
2492,UNION COUNTY,UNION,OHIO
2493,POPE COUNTY,POPE COUNTY,ARKANSAS
2494,MORRIS COUNTY,MORRIS,NEW JERSEY
2495,LENAWEE COUNTY,LENAWEE,MICHIGAN
2496,OTSEGO COUNTY,OTSEGO,MICHIGAN
2497,LAKE COUNTY,LAKE,MICHIGAN
2498,FAYETTE COUNTY,FAYETTE,IOWA
2499,OLMSTED COUNTY,OLMSTED,MINNESOTA
2500,MURRAY COUNTY,MURRAY,MINNESOTA
2501,KANDIYOHI COUNTY,KANDIYOHI,MINNESOTA
2502,CASS COUNTY,CASS,MICHIGAN
2503,LAWRENCE COUNTY,LAWRENCE COUNTY,ARKANSAS
2504,CUMBERLAND COUNTY,CUMBERLAND,NEW JERSEY
2505,DUPAGE COUNTY,DUPAGE,ILLINOIS
2506,MCCRACKEN COUNTY,MCCRACKEN,KENTUCKY
2507,BANNOCK COUNTY,BANNOCK,IDAHO
2508,SCHUYLER COUNTY,SCHUYLER,MISSOURI
2510,NEWTON COUNTY,NEWTON,GEORGIA
2511,SUMNER COUNTY,SUMNER,KANSAS
2512,MCLEAN COUNTY,MCLEAN,ILLINOIS
2513,WASHINGTON COUNTY,WASHINGTON COUNTY,MARYLAND
2515,WRIGHT COUNTY,WRIGHT,IOWA
2516,ST. CLAIR COUNTY,ST. CLAIR,MISSOURI
2517,MARION COUNTY,MARION,KANSAS
2518,SCHOOLCRAFT COUNTY,SCHOOLCRAFT,MICHIGAN
2519,BARTON COUNTY,BARTON,MISSOURI
2520,CRENSHAW COUNTY,CRENSHAW,ALABAMA
2521,SEVIER COUNTY,SEVIER COUNTY,ARKANSAS
2522,RANDOLPH COUNTY,RANDOLPH,NORTH CAROLINA
2523,ROCKINGHAM COUNTY,ROCKINGHAM,NORTH CAROLINA
2524,TRANSYLVANIA COUNTY,TRANSYLVANIA,NORTH CAROLINA
2525,MONTGOMERY COUNTY,MONTGOMERY COUNTY,MARYLAND
2526,PRINCE GEORGE'S COUNTY,PRINCE GEORGE'S COUNTY,MARYLAND
2527,CALHOUN COUNTY,CALHOUN COUNTY,ARKANSAS
2528,UTAH COUNTY,UTAH,UTAH
2529,OSAGE COUNTY,OSAGE,KANSAS
2530,GASCONADE COUNTY,GASCONADE,MISSOURI
2531,LINCOLN COUNTY,LINCOLN,MINNESOTA
2532,WINONA COUNTY,WINONA,MINNESOTA
2533,COWETA COUNTY,COWETA,GEORGIA
2534,CHICKASAW COUNTY,CHICKASAW,IOWA
2535,WASHINGTON COUNTY,WASHINGTON,NEW YORK
2536,DECATUR COUNTY,DECATUR,KANSAS
2537,KINGMAN COUNTY,KINGMAN,KANSAS
2539,BATES COUNTY,BATES,MISSOURI
2540,JACKSON COUNTY,JACKSON,INDIANA
2541,RAWLINS COUNTY,RAWLINS,KANSAS
2542,LOGAN COUNTY,LOGAN COUNTY,ARKANSAS
2543,SALT LAKE COUNTY,SALT LAKE CITY,UTAH
2544,MONTGOMERY COUNTY,MONTGOMERY,KANSAS
2545,BOLLINGER COUNTY,BOLLINGER,MISSOURI
2546,FORD COUNTY,FORD,ILLINOIS
2547,CHIPPEWA COUNTY,CHIPPEWA,MICHIGAN
2548,ROCK ISLAND COUNTY,ROCK ISLAND,ILLINOIS
2549,TWIGGS COUNTY,TWIGGS,GEORGIA
2550,COVINGTON COUNTY,COVINGTON,MISSISSIPPI
2551,HOWELL COUNTY,HOWELL,MISSOURI
2553,RANKIN COUNTY,RANKIN,MISSISSIPPI
2554,SIMPSON COUNTY,SIMPSON,MISSISSIPPI
2555,TIPPAH COUNTY,TIPPAH,MISSISSIPPI
2557,CARROLL COUNTY,CARROLL COUNTY,ARKANSAS
2558,HINDS COUNTY,HINDS,MISSISSIPPI
2559,SHELBY COUNTY,SHELBY,ILLINOIS
2560,LAPEER COUNTY,LAPEER,MICHIGAN
2561,SIBLEY COUNTY,SIBLEY,MINNESOTA
2562,BOURBON COUNTY,BOURBON,KANSAS
2563,WILL COUNTY,WILL,ILLINOIS
2564,KANE COUNTY,KANE,ILLINOIS
2565,DUCHESNE COUNTY,DUCHESNE,UTAH
2566,JEFFERSON COUNTY,JEFFERSON,KENTUCKY
2567,FRANKLIN COUNTY,FRANKLIN,NEW YORK
2568,FRANKLIN COUNTY,FRANKLIN,OHIO
2569,CHESHIRE COUNTY,DUBLIN,NEW HAMPSHIRE
2570,COAHOMA COUNTY,COAHOMA,MISSISSIPPI
2571,HARFORD COUNTY,HARFORD COUNTY,MARYLAND
2572,MERCER COUNTY,MERCER,OHIO
2573,SWIFT COUNTY,SWIFT,MINNESOTA
2574,BOONE COUNTY,BOONE,NEBRASKA
2575,WASHINGTON COUNTY,WASHINGTON,ILLINOIS
2576,FREMONT COUNTY,FREMONT,WYOMING
2577,DARE COUNTY,DARE,NORTH CAROLINA
2578,WILSON COUNTY,WILSON,KANSAS
2579,MONTGOMERY COUNTY,MONTGOMERY,MISSISSIPPI
2581,HOWARD COUNTY,HOWARD COUNTY,ARKANSAS
2582,HOWARD COUNTY,HOWARD COUNTY,MARYLAND
2583,NYE COUNTY,NYE,NEVADA
2584,HARDIN COUNTY,HARDIN,OHIO
2585,LAURENS COUNTY,LAURENS,GEORGIA
2586,NOBLE COUNTY,NOBLE,OHIO
2587,STODDARD COUNTY,STODDARD,MISSOURI
2588,CLEARWATER COUNTY,CLEARWATER,MINNESOTA
2589,FRANKLIN COUNTY,FRANKLIN,MISSOURI
2590,JASPER COUNTY,JASPER,MISSOURI
2591,NEWTON COUNTY,NEWTON,MISSISSIPPI
2592,TOOELE COUNTY,TOOELE,UTAH
2593,ST. MARY'S COUNTY,ST. MARY'S COUNTY,MARYLAND
2594,ST. LOUIS COUNTY,ST. LOUIS,MINNESOTA
2595,COOS COUNTY,DUMMER,NEW HAMPSHIRE
2596,BERGEN COUNTY,BERGEN,NEW JERSEY
2597,BUTLER COUNTY,BUTLER,ALABAMA
2598,NEW HAVEN COUNTY,HAMDEN,CONNECTICUT
2599,FAIRFIELD COUNTY,BRIDGEPORT,CONNECTICUT
2601,FARIBAULT COUNTY,FARIBAULT,MINNESOTA
2602,MERRIMACK COUNTY,DUNBARTON,NEW HAMPSHIRE
2603,MERCER COUNTY,MERCER,ILLINOIS
2604,MERCER COUNTY,MERCER,KENTUCKY
2606,MONROE COUNTY,MONROE COUNTY,ARKANSAS
2607,HOUGHTON COUNTY,HOUGHTON,MICHIGAN
2610,BOLIVAR COUNTY,BOLIVAR,MISSISSIPPI
2613,CLEVELAND COUNTY,CLEVELAND,NORTH CAROLINA
2614,GRADY COUNTY,GRADY,GEORGIA
2615,NEW LONDON COUNTY,GROTON,CONNECTICUT
2616,TUSCALOOSA COUNTY,TUSCALOOSA,ALABAMA
2617,MORROW COUNTY,MORROW,OHIO
2618,RICE COUNTY,RICE,MINNESOTA
2619,MONROE COUNTY,MONROE,MICHIGAN
2620,CHRISTIAN COUNTY,CHRISTIAN,MISSOURI
2621,BUTLER COUNTY,BUTLER,KENTUCKY
2622,NOBLES COUNTY,NOBLES,MINNESOTA
2623,FAYETTE COUNTY,FAYETTE,ILLINOIS
2624,MIDDLESEX COUNTY,MIDDLESEX,NEW JERSEY
2625,MORGAN COUNTY,MORGAN,ILLINOIS
2626,CLAY COUNTY,CLAY COUNTY,ARKANSAS
2627,LEE COUNTY,LEE,IOWA
2628,LOWNDES COUNTY,LOWNDES,GEORGIA
2629,WASHINGTON COUNTY,WASHINGTON,OHIO
2630,PIKE COUNTY,PIKE,MISSISSIPPI
2631,SAN JUAN COUNTY,SAN JUAN,UTAH
2632,CALVERT COUNTY,CALVERT COUNTY,MARYLAND
2633,CHAUTAUQUA COUNTY,CHAUTAUQUA,NEW YORK
2634,SWEETWATER COUNTY,SWEETWATER,WYOMING
2636,SHELBY COUNTY,SHELBY,TENNESSEE
2637,JO DAVIESS COUNTY,JODAVIESS,ILLINOIS
2638,SEWARD COUNTY,SEWARD,NEBRASKA
2639,TEXAS COUNTY,TEXAS,MISSOURI
2640,CUSTER COUNTY,CUSTER,MONTANA
2641,MARTIN COUNTY,MARTIN,MINNESOTA
2642,MACOMB COUNTY,MACOMB,MICHIGAN
2643,ST. CLAIR COUNTY,ST. CLAIR,MICHIGAN
2644,WADENA COUNTY,WADENA,MINNESOTA
2645,PIKE COUNTY,PIKE,ALABAMA
2646,ROLETTE COUNTY,ROLETTE,NORTH DAKOTA
2647,NIOBRARA COUNTY,NIOBRARA,WYOMING
2648,TAMA COUNTY,TAMA,IOWA
2649,CHARITON COUNTY,CHARITON,MISSOURI
2650,CLINTON COUNTY,CLINTON,MICHIGAN
2651,CLAYTON COUNTY,CLAYTON,IOWA
2652,CLINCH COUNTY,CLINCH,GEORGIA
2653,CACHE COUNTY,CACHE,UTAH
2654,PONDERA COUNTY,PONDERA,MONTANA
2655,PERRY COUNTY,PERRY,ILLINOIS
2656,MONROE COUNTY,MONROE,NEW YORK
2657,ADAMS COUNTY,ADAMS,ILLINOIS
2658,ST. JOSEPH COUNTY,ST. JOSEPH,MICHIGAN
2659,LASALLE COUNTY,LASALLE,ILLINOIS
2660,MERIWETHER COUNTY,MERIWETHER,GEORGIA
2661,WINNEBAGO COUNTY,WINNEBAGO,ILLINOIS
2662,SHIAWASSEE COUNTY,SHIAWASSEE,MICHIGAN
2663,BELTRAMI COUNTY,BELTRAMI,MINNESOTA
2664,HANCOCK COUNTY,HANCOCK,ILLINOIS
2665,STRAFFORD COUNTY,DURHAM,NEW HAMPSHIRE
2666,WASHINGTON COUNTY,WASHINGTON COUNTY,ARKANSAS
2667,OTTAWA COUNTY,OTTAWA,KANSAS
2668,CONWAY COUNTY,CONWAY COUNTY,ARKANSAS
2670,THOMAS COUNTY,THOMAS,KANSAS
2671,YELL COUNTY,YELL COUNTY,ARKANSAS
2672,BURLEIGH COUNTY,BURLEIGH,NORTH DAKOTA
2673,DAGGETT COUNTY,DAGGETT,UTAH
2674,HARTFORD COUNTY,HARTFORD,CONNECTICUT
2675,MENOMINEE COUNTY,MENOMINEE,MICHIGAN
2676,ANDERSON COUNTY,ANDERSON,TENNESSEE
2677,HENRY COUNTY,HENRY,GEORGIA
2678,JACKSON COUNTY,JACKSON,ALABAMA
2679,WARREN COUNTY,WARREN,MISSOURI
2680,ALEXANDER COUNTY,ALEXANDER,NORTH CAROLINA
2681,HAYWOOD COUNTY,HAYWOOD,NORTH CAROLINA
2682,CHEBOYGAN COUNTY,CHEBOYGAN,MICHIGAN
2683,OSCODA COUNTY,OSCODA,MICHIGAN
2684,LAKE COUNTY,LAKE,OHIO
2685,BLOUNT COUNTY,BLOUNT,TENNESSEE
2686,POLK COUNTY,POLK,MINNESOTA
2687,CAYUGA COUNTY,CAYUGA,NEW YORK
2688,LAKE COUNTY,LAKE,INDIANA
2689,LINCOLN COUNTY,LINCOLN,NORTH CAROLINA
2690,IREDELL COUNTY,IREDELL,NORTH CAROLINA
2691,POLK COUNTY,POLK,NORTH CAROLINA
2692,LIVINGSTON COUNTY,LIVINGSTON,ILLINOIS
2693,NEMAHA COUNTY,NEMAHA,KANSAS
2694,BROWN COUNTY,BROWN,KANSAS
2695,FAIRFIELD COUNTY,FAIRFIELD,CONNECTICUT
2696,HURON COUNTY,HURON,MICHIGAN
2697,DUBUQUE COUNTY,DUBUQUE,IOWA
2698,MISSISSIPPI COUNTY,MISSISSIPPI COUNTY,ARKANSAS
2699,ROANE COUNTY,ROANE,TENNESSEE
2700,MCDOWELL COUNTY,MCDOWELL,NORTH CAROLINA
2701,FREDERICK COUNTY,FREDERICK COUNTY,MARYLAND
2702,CLAY COUNTY,CLAY,MINNESOTA
2704,CLINTON COUNTY,CLINTON,OHIO
2706,JACKSON COUNTY,JACKSON,IOWA
2709,SAC COUNTY,SAC,IOWA
2710,JACKSON COUNTY,JACKSON,MISSISSIPPI
2711,ST. LOUIS COUNTY,ST. LOUIS,MISSOURI
2712,RENVILLE COUNTY,RENVILLE,MINNESOTA
2713,MCMINN COUNTY,MCMINN,TENNESSEE
2715,WALTON COUNTY,WALTON,GEORGIA
2716,HARRISON COUNTY,HARRISON,MISSISSIPPI
2717,SCOTLAND COUNTY,SCOTLAND,MISSOURI
2718,CHAMPAIGN COUNTY,CHAMPAIGN,ILLINOIS
2719,MARIES COUNTY,MARIES,MISSOURI
2720,GRAHAM COUNTY,GRAHAM,ARIZONA
2721,JEFFERSON COUNTY,JEFFERSON,MISSOURI
2722,MERCER COUNTY,MERCER,MISSOURI
2723,CAMDEN COUNTY,CAMDEN,NEW JERSEY
2724,DALLAS COUNTY,DALLAS,ALABAMA
2725,SUMMIT COUNTY,SUMMIT,OHIO
2726,GLADWIN COUNTY,GLADWIN,MICHIGAN
2727,SAGINAW COUNTY,SAGINAW,MICHIGAN
2728,BELKNAP COUNTY,MEREDITH,NEW HAMPSHIRE
2729,DELAWARE COUNTY,DELAWARE,NEW YORK
2730,STEELE COUNTY,STEELE,MINNESOTA
2731,CLINTON COUNTY,CLINTON,ILLINOIS
2732,MCPHERSON COUNTY,MCPHERSON,KANSAS
2733,INGHAM COUNTY,INGHAM,MICHIGAN
2734,BALDWIN COUNTY,BALDWIN,GEORGIA
2735,CARTERET COUNTY,CARTERET,NORTH CAROLINA
2736,WAYNE COUNTY,WAYNE,ILLINOIS
2737,JOHNSON COUNTY,JOHNSON,KANSAS
2738,TANEY COUNTY,TANEY,MISSOURI
2739,NEWAYGO COUNTY,NEWAYGO,MICHIGAN
2740,HILLSBOROUGH COUNTY,MERRIMACK,NEW HAMPSHIRE
2741,CHERRY COUNTY,CHERRY,NEBRASKA
2742,SCOTT COUNTY,SCOTT,ILLINOIS
2743,BAY COUNTY,BAY,MICHIGAN
2744,DOUGHERTY COUNTY,DOUGHERTY,GEORGIA
2745,GRANT COUNTY,GRANT COUNTY,ARKANSAS
2746,PIERCE COUNTY,PIERCE,GEORGIA
2747,MEADE COUNTY,MEADE,KANSAS
2748,BOURBON COUNTY,BOURBON,KENTUCKY
2749,TRUMBULL COUNTY,TRUMBULL,OHIO
2750,OSAGE COUNTY,OSAGE,MISSOURI
2751,HARTFORD COUNTY,BLOOMFIELD,CONNECTICUT
2752,FRANKLIN COUNTY,FRANKLIN,INDIANA
2753,WOODFORD COUNTY,WOODFORD,ILLINOIS
2754,WILKES COUNTY,WILKES,GEORGIA
2755,WASHINGTON COUNTY,WASHINGTON,MISSISSIPPI
2756,ITASCA COUNTY,ITASCA,MINNESOTA
2757,MASSAC COUNTY,MASSAC,ILLINOIS
2758,DICKINSON COUNTY,DICKINSON,MICHIGAN
2759,HARTFORD COUNTY,EAST HARTFORD,CONNECTICUT
2760,BLUE EARTH COUNTY,BLUE EARTH,MINNESOTA
2761,CANDLER COUNTY,CANDLER,GEORGIA
2762,ANOKA COUNTY,ANOKA,MINNESOTA
2763,ISANTI COUNTY,ISANTI,MINNESOTA
2764,NEW HAVEN COUNTY,WATERBURY,CONNECTICUT
2765,PASQUOTANK COUNTY,PASQUOTANK,NORTH CAROLINA
2766,CHEROKEE COUNTY,CHEROKEE,GEORGIA
2767,VERNON COUNTY,VERNON,MISSOURI
2768,CHEROKEE COUNTY,CHEROKEE,KANSAS
2769,PRESQUE ISLE COUNTY,PRESQUE ISLE,MICHIGAN
2770,BUTLER COUNTY,BUTLER,MISSOURI
2771,MITCHELL COUNTY,MITCHELL,GEORGIA
2772,MONROE COUNTY,MONROE,ALABAMA
2773,APACHE COUNTY,APACHE,ARIZONA
2774,CARROLL COUNTY,CARROLL,ILLINOIS
2775,GEORGE COUNTY,GEORGE,MISSISSIPPI
2776,GREENE COUNTY,GREENE COUNTY,ARKANSAS
2777,KNOX COUNTY,KNOX,ILLINOIS
2779,LEAKE COUNTY,LEAKE,MISSISSIPPI
2780,MORGAN COUNTY,MORGAN,KENTUCKY
2781,STARK COUNTY,STARK,OHIO
2782,RICHARDSON COUNTY,RICHARDSON,NEBRASKA
2783,ORANGE COUNTY,ORANGE,NORTH CAROLINA
2784,HENDERSON COUNTY,HENDERSON,NORTH CAROLINA
2785,MADISON COUNTY,MADISON,NEBRASKA
2786,BERTIE COUNTY,BERTIE,NORTH CAROLINA
2787,LENOIR COUNTY,LENOIR,NORTH CAROLINA
2788,ROCKDALE COUNTY,ROCKDALE,GEORGIA
2789,ROCKINGHAM COUNTY,SALEM,NEW HAMPSHIRE
2790,PENDER COUNTY,PENDER,NORTH CAROLINA
2791,CAMPBELL COUNTY,CAMPBELL,KENTUCKY
2792,STE. GENEVIEVE COUNTY,STE. GENEVIEVE,MISSOURI
2793,STEUBEN COUNTY,STEUBEN,INDIANA
2794,UPSON COUNTY,UPSON,GEORGIA
2795,TUNICA COUNTY,TUNICA,MISSISSIPPI
2796,EDWARDS COUNTY,EDWARDS,ILLINOIS
2797,MARION COUNTY,MARION,ILLINOIS
2798,WASHINGTON COUNTY,WASHINGTON,INDIANA
2799,OTTAWA COUNTY,OTTAWA,OHIO
2800,PEORIA COUNTY,PEORIA,ILLINOIS
2801,PEARL RIVER COUNTY,PEARL RIVER,MISSISSIPPI
2802,CASS COUNTY,CASS,INDIANA
2803,SALINE COUNTY,SALINE,MISSOURI
2804,GILA COUNTY,GILA,ARIZONA
2805,MIAMI COUNTY,MIAMI,KANSAS
2806,RENO COUNTY,RENO,KANSAS
2807,CLERMONT COUNTY,CLERMONT,OHIO
2808,DORCHESTER COUNTY,DORCHESTER COUNTY,MARYLAND
2809,SHELBY COUNTY,SHELBY,OHIO
2810,SALEM COUNTY,SALEM,NEW JERSEY
2811,UNION COUNTY,UNION,IOWA
2812,NEW LONDON COUNTY,SALEM,CONNECTICUT
2813,ALLEN COUNTY,ALLEN,KANSAS
2814,COWLEY COUNTY,COWLEY,KANSAS
2815,GREENE COUNTY,GREENE,OHIO
2816,GREENWOOD COUNTY,GREENWOOD,KANSAS
2817,HAMILTON COUNTY,HAMILTON,OHIO
2818,WASHTENAW COUNTY,WASHTENAW,MICHIGAN
2819,WYANDOT COUNTY,WYANDOT,OHIO
2820,WARREN COUNTY,WARREN,OHIO
2821,CASS COUNTY,CASS,MINNESOTA
2822,KANKAKEE COUNTY,KANKAKEE,ILLINOIS
2823,ONONDAGA COUNTY,ONONDAGA,NEW YORK
2824,SALINE COUNTY,SALINE,KANSAS
2825,MONTGOMERY COUNTY,MONTGOMERY,OHIO
2826,CLEBURNE COUNTY,CLEBURNE,ALABAMA
2827,LAFAYETTE COUNTY,LAFAYETTE,MISSISSIPPI
2828,WILCOX COUNTY,WILCOX,GEORGIA
2829,MCNAIRY COUNTY,MCNAIRY,TENNESSEE
2830,MARQUETTE COUNTY,MARQUETTE,MICHIGAN
2831,CLINTON COUNTY,CLINTON,INDIANA
2832,SCOTT COUNTY,SCOTT,KANSAS
2833,ROSEAU COUNTY,ROSEAU,MINNESOTA
2834,TETON COUNTY,TETON,WYOMING
2835,CLEVELAND COUNTY,CLEVELAND COUNTY,ARKANSAS
2836,MADISON COUNTY,MADISON,ILLINOIS
2837,RICHLAND COUNTY,RICHLAND,NORTH DAKOTA
2838,BINGHAM COUNTY,BINGHAM,IDAHO
2839,CLEBURNE COUNTY,CLEBURNE COUNTY,ARKANSAS
2840,MERRIMACK COUNTY,SALISBURY,NEW HAMPSHIRE
2841,WICOMICO COUNTY,WICOMICO COUNTY,MARYLAND
2842,CLARKE COUNTY,CLARKE,ALABAMA
2843,MONMOUTH COUNTY,MONMOUTH,NEW JERSEY
2844,ATTALA COUNTY,ATTALA,MISSISSIPPI
2845,GRANVILLE COUNTY,GRANVILLE,NORTH CAROLINA
2846,AITKIN COUNTY,AITKIN,MINNESOTA
2847,MASON COUNTY,MASON,ILLINOIS
2848,MONROE COUNTY,MONROE,INDIANA
2849,BROWN COUNTY,BROWN,OHIO
2850,BULLOCK COUNTY,BULLOCK,ALABAMA
2851,CHAUTAUQUA COUNTY,CHAUTAUQUA,KANSAS
2852,LINCOLN COUNTY,LINCOLN,KANSAS
2853,WAYNE COUNTY,WAYNE,INDIANA
2854,COLUMBIA COUNTY,COLUMBIA,GEORGIA
2855,DICKINSON COUNTY,DICKINSON,KANSAS
2856,MITCHELL COUNTY,MITCHELL,KANSAS
2857,WAYNE COUNTY,WAYNE,OHIO
2858,DECATUR COUNTY,DECATUR,INDIANA
2859,LEE COUNTY,LEE,MISSISSIPPI
2860,HARDIN COUNTY,HARDIN,TENNESSEE
2861,FORREST COUNTY,FORREST,MISSISSIPPI
2862,MUSCOGEE COUNTY,MUSCOGEE,GEORGIA
2863,ANNE ARUNDEL COUNTY,ANNE ARUNDEL COUNTY,MARYLAND
2864,MILLARD COUNTY,MILLARD,UTAH
2865,ALLEGANY COUNTY,ALLEGANY COUNTY,MARYLAND
2866,GUILFORD COUNTY,GUILFORD,NORTH CAROLINA
2867,PAULDING COUNTY,PAULDING,GEORGIA
2868,GENEVA COUNTY,GENEVA,ALABAMA
2869,NEW LONDON COUNTY,NORWICH,CONNECTICUT
2870,FAIRFIELD COUNTY,EASTON,CONNECTICUT
2871,CARVER COUNTY,CARVER,MINNESOTA
2872,VANCE COUNTY,VANCE,NORTH CAROLINA
2874,BUTLER COUNTY,BUTLER,OHIO
2875,COCHISE COUNTY,COCHISE,ARIZONA
2876,STILLWATER COUNTY,STILLWATER,MONTANA
2877,ATLANTIC COUNTY,ATLANTIC,NEW JERSEY
2878,ADAIR COUNTY,ADAIR,MISSOURI
2879,ANDREW COUNTY,ANDREW,MISSOURI
2880,ANSON COUNTY,ANSON,NORTH CAROLINA
2881,ATCHISON COUNTY,ATCHISON,MISSOURI
2882,BARBOUR COUNTY,BARBOUR,ALABAMA
2883,BARRY COUNTY,BARRY,MISSOURI
2884,BEAUFORT COUNTY,BEAUFORT,NORTH CAROLINA
2885,BENTON COUNTY,BENTON,MISSOURI
2886,BIBB COUNTY,BIBB,ALABAMA
2887,BLOUNT COUNTY,BLOUNT,ALABAMA
2888,BOUNDARY COUNTY,BOUNDARY,IDAHO
2889,BRECKINRIDGE COUNTY,BRECKINRIDGE,KENTUCKY
2890,BUCHANAN COUNTY,BUCHANAN,MISSOURI
2891,CALDWELL COUNTY,CALDWELL,MISSOURI
2892,CALDWELL COUNTY,CALDWELL,NORTH CAROLINA
2893,CALLAWAY COUNTY,CALLAWAY,MISSOURI
2894,CAMDEN COUNTY,CAMDEN,MISSOURI
2895,CAMDEN COUNTY,CAMDEN,NORTH CAROLINA
2896,CAPE GIRARDEAU COUNTY,CAPE GIRARDEAU,MISSOURI
2897,CARROLL COUNTY,CARROLL,MISSOURI
2898,CARTER COUNTY,CARTER,MISSOURI
2899,CASWELL COUNTY,CASWELL,NORTH CAROLINA
2900,CEDAR COUNTY,CEDAR,MISSOURI
2901,CHAMBERS COUNTY,CHAMBERS,ALABAMA
2902,CHEROKEE COUNTY,CHEROKEE,ALABAMA
2903,CHILTON COUNTY,CHILTON,ALABAMA
2904,CHOCTAW COUNTY,CHOCTAW,ALABAMA
2905,CLARK COUNTY,CLARK,MISSOURI
2906,CLAY COUNTY,CLAY,ALABAMA
2907,CLINTON COUNTY,CLINTON,MISSOURI
2908,COFFEE COUNTY,COFFEE,ALABAMA
2909,COLBERT COUNTY,COLBERT,ALABAMA
2910,COLUMBUS COUNTY,COLUMBUS,NORTH CAROLINA
2911,HENDRICKS COUNTY,HENDRICKS,INDIANA
2912,COOPER COUNTY,COOPER,MISSOURI
2913,COOSA COUNTY,COOSA,ALABAMA
2914,COVINGTON COUNTY,COVINGTON,ALABAMA
2915,CURRITUCK COUNTY,CURRITUCK,NORTH CAROLINA
2916,CUSTER COUNTY,CUSTER,IDAHO
2917,DADE COUNTY,DADE,MISSOURI
2918,DALE COUNTY,DALE,ALABAMA
2919,DALLAS COUNTY,DALLAS,MISSOURI
2920,DAVIESS COUNTY,DAVIESS,MISSOURI
2921,DEKALB COUNTY,DE KALB,MISSOURI
2922,MOORE COUNTY,MOORE,NORTH CAROLINA
2923,DENT COUNTY,DENT,MISSOURI
2924,DOUGLAS COUNTY,DOUGLAS,MISSOURI
2925,DUNKLIN COUNTY,DUNKLIN,MISSOURI
2926,DUPLIN COUNTY,DUPLIN,NORTH CAROLINA
2927,OSCEOLA COUNTY,OSCEOLA,MICHIGAN
2928,WORTH COUNTY,WORTH,MISSOURI
2929,MONROE COUNTY,MONROE,MISSOURI
2930,CLARKE COUNTY,CLARKE,IOWA
2931,FAYETTE COUNTY,FAYETTE,ALABAMA
2932,FULTON COUNTY,FULTON COUNTY,ARKANSAS
2933,FAIRFIELD COUNTY,NEWTOWN,CONNECTICUT
2934,CAPE MAY COUNTY,CAPE MAY,NEW JERSEY
2935,GENTRY COUNTY,GENTRY,MISSOURI
2936,GREENE COUNTY,GREENE,ALABAMA
2937,GREENE COUNTY,GREENE,NORTH CAROLINA
2938,GRUNDY COUNTY,GRUNDY,MISSOURI
2939,HALE COUNTY,HALE,ALABAMA
2940,HALIFAX COUNTY,HALIFAX,NORTH CAROLINA
2941,HARNETT COUNTY,HARNETT,NORTH CAROLINA
2942,HARRISON COUNTY,HARRISON,MISSOURI
2943,SPALDING COUNTY,SPALDING,GEORGIA
2944,BLACK HAWK COUNTY,BLACK HAWK,IOWA
2945,HANCOCK COUNTY,HANCOCK,OHIO
